kp,ki,kd,target_speed,cmd_vel_linear_x,pitch,mass
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0.12,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.25,0.28,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.26,0.27,0,1
6.5,0.9,0.6,0.26,0.27,0,1
6.5,0.9,0.6,0.26,0.27,0,1
6.5,0.9,0.6,0.27,0.27,0,1
6.5,0.9,0.6,0.28,0.28,0,1
6.5,0.9,0.6,0.29,0.29,0,1
6.5,0.9,0.6,0.3,0.3,0,1
6.5,0.9,0.6,0.3,0.31,0,1
6.5,0.9,0.6,0.34,0.35,0,1
6.5,0.9,0.6,0.31,0.31,0,1
6.5,0.9,0.6,0.27,0.27,0,1
6.5,0.9,0.6,0.26,0.26,0,1
6.5,0.9,0.6,0.26,0.26,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.26,0.26,0,1
6.5,0.9,0.6,0.29,0.3,0,1
6.5,0.9,0.6,0.28,0.27,0,1
6.5,0.9,0.6,0.26,0.25,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.26,0.26,0,1
6.5,0.9,0.6,0.27,0.27,0,1
6.5,0.9,0.6,0.28,0.39,0,1
6.5,0.9,0.6,0.37,0.39,0,1
6.5,0.9,0.6,0.33,0.34,0,1
6.5,0.9,0.6,0.3,0.28,0,1
6.5,0.9,0.6,0.26,0.27,0,1
6.5,0.9,0.6,0.26,0.26,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.26,0.26,0,1
6.5,0.9,0.6,0.4,0.44,0,1
6.5,0.9,0.6,0.4,0.42,0,1
6.5,0.9,0.6,0.37,0.37,0,1
6.5,0.9,0.6,0.35,0.35,0,1
6.5,0.9,0.6,0.35,0.35,0,1
6.5,0.9,0.6,0.36,0.36,0,1
6.5,0.9,0.6,0.37,0.37,0,1
6.5,0.9,0.6,0.38,0.39,0,1
6.5,0.9,0.6,0.39,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.15,0.03,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,-0.02,0,1
6.5,0.9,0.6,0,-0.01,0,1
6.5,0.9,0.6,0,-0.01,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0.25,0.26,0,1
6.5,0.9,0.6,0.4,0.39,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.4,0.4,0,1
6.5,0.9,0.6,0.37,0.37,0,1
6.5,0.9,0.6,0.36,0.35,0,1
6.5,0.9,0.6,0.35,0.33,0,1
6.5,0.9,0.6,0.3,0.3,0,1
6.5,0.9,0.6,0.29,0.28,0,1
6.5,0.9,0.6,0.25,0.25,0,1
6.5,0.9,0.6,0.24,0.23,0,1
6.5,0.9,0.6,0.21,0.21,0,1
6.5,0.9,0.6,0.09,0.04,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
6.5,0.9,0.6,0,0,0,1
